villageid	hh_id	caste_category_label	caste_category	subcaste	roof_type	occupation_label	occupation
54	101	OBC	3	401	3	Farm land-owner	2
54	102	General	4	406	3	Farm land-owner	2
54	103	OBC	3	406	3	Farm labourer	3
54	104	OBC	3	401	3	Farm land-owner	2
54	105	OBC	3	401	3	Farm labourer	3
54	106	OBC	3	406	3	Farm labourer	3
54	107	OBC	3	406	3	Farm labourer	3
54	108	SC	1	406	3	Farm labourer	3
54	109	OBC	3	406	3	Farm land-owner	2
54	110	OBC	3	406	2	Farm labourer	3
54	111	General	4	406	3	Farm land-owner	2
54	112	OBC	3	406	3	Farm land-owner	2
54	113	OBC	3	406	3	Farm land-owner	2
54	114	OBC	3	406	3	Farm land-owner	2
54	115	OBC	3	401	3	Farm labourer	3
54	116	OBC	3	406	3	Farm land-owner	2
54	117	SC	1	-333	3	Farm labourer	3
54	118	General	4	406	3	Farm labourer	3
54	119	General	4	406	3	Farm labourer	3
54	120	General	4	406	5	Farm land-owner	2
54	121	OBC	3	406	3	Dairy/cattle rearing	5
54	122	OBC	3	401	3	Farm land-owner	2
54	123	OBC	3	401	3	Farm land-owner	2
54	124	OBC	3	401	3	Domestic help/cook/casual	15
54	125	OBC	3	401	3	Farm labourer	3
54	126	OBC	3	-333	3	Farm labourer	3
54	127	OBC	3	406	2	Farm land-owner	2
54	128	OBC	3	-333	3	Farm land-owner	2
54	129	OBC	3	-333	3	Farm land-owner	2
54	130	General	4	401	5	Farm land-owner	2
54	131	OBC	3	401	3	Farm land-owner	2
54	132	OBC	3	401	3	Farm land-owner	2
54	133	OBC	3	401	3	Farm land-owner	2
54	134	OBC	3	401	2	Farm labourer	3
54	135	OBC	3	401	2	Farm labourer	3
54	136	ST	2	-333	5	Industrialist	11
54	137	OBC	3	210	3	Pensioner	17
54	138	General	4	-333	3	Farm land-owner	2
54	139	OTHERS, SPECIFY	-333	-333	3	Farm labourer	3
54	140	OBC	3	-333	3	Domestic help/cook/casual	15
54	141	OBC	3	-333	3	Farm labourer	3
54	142	OBC	3	406	3	Farm labourer	3
54	143	OBC	3	406	3	Farm land-owner	2
54	144	OTHERS, SPECIFY	-333	-333	3	Industrialist	11
54	145	OTHERS, SPECIFY	-333	-333	3	Farm labourer	3
54	146	SC	1	-333	3	Farm labourer	3
54	147	General	4	-333	2	Farm labourer	3
54	148	General	4	-333	2	Farm labourer	3
54	149	OBC	3	-333	4	Farm land-owner	2
54	150	General	4	-333	3	Industrialist	11
54	152	OBC	3	409	1	Farm labourer	3
54	153	OBC	3	201	3	Farm labourer	3
54	154	SC	1	201	1	Farm labourer	3
54	155	SC	1	406	3	Farm labourer	3
54	156	SC	1	-333	5	Small business (shop, etc.)	1
54	157	General	4	-333	1	Farm labourer	3
54	158	General	4	-333	3	Small business (shop, etc.)	1
54	159	General	4	-333	1	Farm labourer	3
54	160	General	4	-333	3	Farm labourer	3
54	161	ST	2	-333	5	Farm labourer	3
54	162	ST	2	-333	4	Farm labourer	3
54	163	OBC	3	-333	3	Farm land-owner	2
54	164	OBC	3	-333	3	Masonry/construction worker	12
54	165	SC	1	-333	4	Farm labourer	3
