villageid	hh_id	caste_category_label	caste_category	subcaste	roof_type	occupation_label	occupation
23	101	General	4	401	3	Farm land-owner	2
23	102	General	4	401	3	Farm land-owner	2
23	103	OBC	3	401	3	Farm land-owner	2
23	104	General	4	401	3	Dairy/cattle rearing	5
23	105	OBC	3	401	3	Industry/factory worker(brick making etc)	10
23	106	SC	1	201	4	Farm labourer	3
23	107	SC	1	201	3	Farm labourer	3
23	108	SC	1	201	3	Farm labourer	3
23	109	General	4	401	3	Farm land-owner	2
23	110	General	4	401	3	Farm land-owner	2
23	111	General	4	401	3	Farm land-owner	2
23	112	General	4	401	3	Pensioner	17
23	113	OBC	3	408	3	Farm labourer	3
23	114	OBC	3	409	3	Farm labourer	3
23	115	OBC	3	409	3	Farm labourer	3
23	116	ST	2	309	3	Farming(tenancy)	4
23	117	ST	2	309	3	Farm labourer	3
23	118	OBC	3	408	3	Farm labourer	3
23	119	OBC	3	409	3	Farm labourer	3
23	120	OBC	3	408	1	Farm labourer	3
23	121	OBC	3	408	3	Farm labourer	3
23	122	OBC	3	408	3	Pensioner	17
23	123	OBC	3	408	3	Farm labourer	3
23	124	ST	2	408	3	Farm land-owner	2
23	125	ST	2	408	3	Farm land-owner	2
23	126	OBC	3	401	3	Farm land-owner	2
23	127	General	4	401	3	Farm labourer	3
23	128	OBC	3	401	3	Farm labourer	3
23	129	ST	2	309	3	Farm labourer	3
23	131	General	4	401	3	Farm labourer	3
23	132	OBC	3	401	3	Private services	9
23	133	General	4	401	3	Farm land-owner	2
23	134	General	4	401	5	Small business (shop, etc.)	1
23	135	General	4	401	3	Farming(tenancy)	4
23	136	OBC	3	401	3	Farm land-owner	2
23	137	OBC	3	401	3	Farm labourer	3
23	138	OBC	3	401	3	Farm labourer	3
23	139	OBC	3	401	3	Farm labourer	3
23	140	General	4	401	5	Farm land-owner	2
23	141	General	4	401	3	Farm land-owner	2
23	142	General	4	401	5	Farm land-owner	2
23	143	OBC	3	407	3	Farm labourer	3
23	144	General	4	411	3	Farm labourer	3
23	145	Religious Minority	5	413	3	Farm labourer	3
23	146	ST	2	202	3	Farm labourer	3
23	147	SC	1	201	3	Farm land-owner	2
23	148	SC	1	201	3	Farm labourer	3
23	149	SC	1	201	3	Farm labourer	3
23	150	SC	1	201	3	Farm labourer	3
23	151	SC	1	201	3	Farm labourer	3
23	152	SC	1	201	3	Farm labourer	3
23	153	SC	1	201	3	Farm labourer	3
23	154	ST	2	202	3	Industrialist	11
23	155	SC	1	201	3	Farm labourer	3
23	156	OBC	3	209	3	Farm labourer	3
23	157	ST	2	209	5	Farm labourer	3
23	158	ST	2	309	3	Farm labourer	3
23	159	Religious Minority	5	413	1	Farm labourer	3
23	160	ST	2	309	3	Farming(tenancy)	4
23	161	OBC	3	402	3	Farm land-owner	2
23	162	OBC	3	408	3	Farm labourer	3
23	163	OBC	3	309	3	Private services	9
23	164	General	4	401	3	Farm labourer	3
23	165	OBC	3	411	3	OTHERS, SPECIFY	-333
23	166	ST	2	202	3	Farm labourer	3
23	167	ST	2	202	3	Farm labourer	3
23	168	ST	2	202	3	Farm labourer	3
23	169	SC	1	210	3	Farm labourer	3
23	170	SC	1	202	3	Farm labourer	3
23	171	SC	1	201	3	Farm labourer	3
23	172	SC	1	209	3	Farm labourer	3
23	173	SC	1	201	3	Farm labourer	3
23	174	SC	1	209	3	Pensioner	17
23	175	SC	1	209	3	Farm labourer	3
23	176	SC	1	209	3	Farm labourer	3
23	177	SC	1	201	3	Private services	9
23	178	SC	1	201	3	Farm labourer	3
23	179	SC	1	202	3	Farm labourer	3
23	180	OBC	3	408	3	Industry/factory worker(brick making etc)	10
23	181	General	4	401	3	Farm labourer	3
23	182	SC	1	201	3	Industry/factory worker(brick making etc)	10
23	183	SC	1	201	3	Farm labourer	3
23	184	General	4	401	5	Government services (teacher, etc.)	8
23	185	General	4	401	3	Private services	9
23	186	General	4	401	5	Farm land-owner	2
23	187	OBC	3	401	3	Farm land-owner	2
23	188	OBC	3	401	3	Farm land-owner	2
23	189	OBC	3	404	3	Farm land-owner	2
