villageid	hh_id	caste_category_label	caste_category	subcaste	roof_type	occupation_label	occupation
55	101	SC	1	201	3	Farm labourer	3
55	102	SC	1	201	5	Domestic help/cook/casual	15
55	103	SC	1	201	5	Government services (teacher, etc.)	8
55	104	SC	1	201	2	Farm labourer	3
55	105	SC	1	201	1	Pensioner	17
55	106	SC	1	201	3	Farm labourer	3
55	107	SC	1	201	4	Farm labourer	3
55	108	SC	1	201	2	Domestic help/cook/casual	15
55	109	SC	1	201	3	Farm labourer	3
55	110	SC	1	201	5	Farm labourer	3
55	111	SC	1	201	2	Farm labourer	3
55	112	SC	1	201	4	Farm labourer	3
55	113	SC	1	201	2	Farm labourer	3
55	114	SC	1	201	4	Farm labourer	3
55	115	SC	1	201	3	Farm labourer	3
55	116	SC	1	201	3	Farm labourer	3
55	117	SC	1	201	3	Farm labourer	3
55	118	SC	1	201	3	Farm labourer	3
55	119	SC	1	201	5	Domestic help/cook/casual	15
55	120	SC	1	201	2	Farm labourer	3
55	121	SC	1	201	3	Farm labourer	3
55	122	SC	1	201	4	Farm labourer	3
55	123	SC	1	201	3	Farm land-owner	2
55	124	SC	1	201	2	Farm land-owner	2
55	125	SC	1	201	3	Farm labourer	3
55	126	SC	1	201	2	Farm labourer	3
55	127	SC	1	201	3	Farm labourer	3
55	128	SC	1	201	2	Private services	9
55	129	SC	1	201	3	Farm labourer	3
55	130	SC	1	201	2	Industry/factory worker(brick making etc)	10
55	131	SC	1	201	3	Farm labourer	3
55	132	SC	1	201	5	Farm labourer	3
55	133	SC	1	201	5	Farm land-owner	2
55	134	SC	1	201	5	Farm land-owner	2
55	135	SC	1	201	3	Farm labourer	3
55	136	SC	1	201	3	Farm labourer	3
55	137	SC	1	201	1	Farm labourer	3
55	138	SC	1	201	2	Farm land-owner	2
55	139	SC	1	201	2	Farm land-owner	2
55	140	SC	1	201	3	Farm labourer	3
55	141	SC	1	201	1	Farm labourer	3
55	142	SC	1	201	4	Farm labourer	3
55	143	SC	1	201	3	Farm labourer	3
55	144	SC	1	201	1	Farm labourer	3
55	145	SC	1	201	3	Farm labourer	3
55	146	SC	1	201	1	Farm labourer	3
55	147	SC	1	201	3	Farm labourer	3
55	148	SC	1	201	4	Private services	9
55	149	SC	1	201	3	Farm labourer	3
55	150	SC	1	201	3	Farm labourer	3
55	151	SC	1	201	5	Farm labourer	3
55	152	SC	1	201	2	Farm labourer	3
55	153	SC	1	201	3	Farm labourer	3
55	155	SC	1	201	5	Farm labourer	3
55	156	SC	1	201	3	Farm labourer	3
55	157	SC	1	201	3	Farm labourer	3
55	158	SC	1	201	1	Farm labourer	3
55	159	SC	1	201	3	Farm labourer	3
55	160	SC	1	201	3	Farm labourer	3
55	161	SC	1	201	3	Farm labourer	3
55	162	SC	1	201	3	Farm land-owner	2
55	163	SC	1	201	5	Farm labourer	3
55	164	SC	1	201	3	Farm labourer	3
55	165	SC	1	201	3	Farm labourer	3
55	166	SC	1	201	1	Farm labourer	3
55	167	SC	1	201	1	Farm labourer	3
55	168	SC	1	201	5	Farm labourer	3
55	169	SC	1	201	1	Farm labourer	3
55	170	SC	1	201	5	Farm labourer	3
55	171	SC	1	201	3	Farm labourer	3
55	172	SC	1	201	3	Farm labourer	3
55	173	SC	1	201	3	Farm labourer	3
55	174	SC	1	201	3	Farm labourer	3
55	175	SC	1	201	2	Farm labourer	3
55	176	SC	1	201	2	Domestic help/cook/casual	15
55	177	SC	1	201	4	Farm labourer	3
55	178	SC	1	201	2	Farm land-owner	2
55	179	SC	1	201	3	Farm labourer	3
55	180	SC	1	201	2	Farm labourer	3
55	181	SC	1	301	5	Farm labourer	3
55	182	SC	1	201	5	Farm land-owner	2
55	183	SC	1	201	4	Domestic help/cook/casual	15
55	184	SC	1	201	2	Farm labourer	3
55	185	SC	1	201	3	Farm labourer	3
55	186	SC	1	201	3	Domestic help/cook/casual	15
55	187	SC	1	201	4	Farm labourer	3
55	188	SC	1	201	5	Farm labourer	3
55	189	SC	1	201	3	Farm labourer	3
55	190	SC	1	201	3	Farm labourer	3
55	191	SC	1	201	3	Domestic help/cook/casual	15
55	192	SC	1	201	3	Farm labourer	3
55	193	SC	1	201	2	Farm labourer	3
55	194	SC	1	201	3	Farm labourer	3
55	195	SC	1	201	3	Farm labourer	3
55	196	SC	1	201	3	Farm land-owner	2
55	197	SC	1	201	3	Industrialist	11
55	198	SC	1	201	3	Farm labourer	3
55	199	SC	1	201	3	Farm labourer	3
55	200	SC	1	201	1	Farm labourer	3
55	201	SC	1	201	3	Farm labourer	3
55	202	SC	1	201	3	Farm labourer	3
55	203	SC	1	201	5	Domestic help/cook/casual	15
55	204	SC	1	201	3	Masonry/construction worker	12
55	205	SC	1	201	2	Farm labourer	3
55	206	SC	1	201	5	Farm labourer	3
55	207	SC	1	201	3	Farm labourer	3
55	208	SC	1	201	5	Farm labourer	3
55	209	SC	1	201	1	Farm labourer	3
55	210	SC	1	201	3	Farm labourer	3
55	211	SC	1	201	3	Farm labourer	3
55	212	SC	1	201	3	Farm labourer	3
55	213	SC	1	201	3	Farm labourer	3
55	214	SC	1	201	3	Farm labourer	3
55	215	SC	1	201	3	Farm labourer	3
55	219	SC	1	201	2	Farm land-owner	2
55	220	SC	1	201	2	Farm labourer	3
55	221	SC	1	201	2	Farm labourer	3
55	222	SC	1	201	3	Farm labourer	3
55	223	SC	1	201	2	Farm labourer	3
55	224	SC	1	201	3	Farm labourer	3
55	225	SC	1	201	3	Farm land-owner	2
55	226	SC	1	201	3	Farm labourer	3
55	227	SC	1	201	3	Farm labourer	3
55	228	SC	1	201	3	Farm labourer	3
55	229	SC	1	201	3	Farm labourer	3
55	230	SC	1	201	3	Farm labourer	3
55	231	SC	1	201	2	Farm labourer	3
55	232	SC	1	201	2	Farm labourer	3
55	233	SC	1	201	3	Farm labourer	3
55	234	SC	1	201	3	Farm labourer	3
55	235	SC	1	201	2	Farm labourer	3
55	236	SC	1	201	2	Farm labourer	3
55	237	SC	1	201	3	Farm labourer	3
55	238	SC	1	201	3	Farm labourer	3
55	239	SC	1	201	3	Farm labourer	3
55	240	SC	1	201	3	Farm labourer	3
55	241	SC	1	201	3	Farm labourer	3
55	242	SC	1	201	3	Farm labourer	3
55	243	SC	1	201	2	Farm labourer	3
55	244	SC	1	201	3	Domestic help/cook/casual	15
55	245	SC	1	201	3	Farm labourer	3
55	246	SC	1	201	3	Farm labourer	3
55	247	SC	1	201	3	Farm labourer	3
55	248	SC	1	201	2	Domestic help/cook/casual	15
55	249	SC	1	201	3	Farm labourer	3
55	250	SC	1	201	2	Farm labourer	3
55	251	SC	1	201	3	Farm labourer	3
55	252	SC	1	201	3	Farm labourer	3
55	253	SC	1	201	1	Farm labourer	3
55	254	SC	1	201	2	Farm labourer	3
55	255	SC	1	201	5	Domestic help/cook/casual	15
55	256	SC	1	201	2	Farm labourer	3
55	257	SC	1	201	1	Masonry/construction worker	12
55	258	SC	1	201	3	Farm labourer	3
55	259	SC	1	201	3	Farm labourer	3
55	260	SC	1	201	3	Farm labourer	3
55	261	SC	1	201	3	Farm labourer	3
55	262	SC	1	201	3	Domestic help/cook/casual	15
55	263	SC	1	201	2	Farm labourer	3
55	264	SC	1	201	3	Farm labourer	3
55	265	SC	1	201	2	Farm labourer	3
55	266	SC	1	201	3	Farm labourer	3
55	267	SC	1	201	3	Farm labourer	3
55	268	SC	1	201	3	Farm labourer	3
55	269	SC	1	201	3	Private services	9
55	270	SC	1	201	2	Domestic help/cook/casual	15
55	271	SC	1	201	3	OTHERS, SPECIFY	-333
55	272	SC	1	201	3	Farm labourer	3
55	273	SC	1	201	4	Farm labourer	3
55	274	SC	1	201	4	Farm labourer	3
