villageid	hh_id	caste_category_label	caste_category	subcaste	roof_type	occupation_label	occupation
29	101	OBC	3	407	3	Industrialist	11
29	102	General	4	401	3	Farm labourer	3
29	103	General	4	401	5	Government services (teacher, etc.)	8
29	104	General	4	404	4	Farm land-owner	2
29	105	General	4	404	3	Private services	9
29	106	General	4	409	1	Pensioner	17
29	107	OBC	3	404	1	Farm land-owner	2
29	108	OBC	3	402	3	Farm land-owner	2
29	109	OBC	3	-333	-333	Pensioner	17
29	110	General	4	404	3	OTHERS, SPECIFY	-333
29	111	ST	2	404	4	Farming(tenancy)	4
29	112	SC	1	404	4	Private services	9
29	113	OBC	3	404	3	Domestic help/cook/casual	15
29	114	OBC	3	404	3	Private services	9
29	115	OBC	3	407	3	Government services (teacher, etc.)	8
29	116	SC	1	408	3	Farming(tenancy)	4
29	117	General	4	402	5	Private services	9
29	118	OBC	3	-333	1	Farm land-owner	2
29	119	General	4	403	4	Farm labourer	3
29	120	OBC	3	402	5	Farm land-owner	2
29	121	OBC	3	401	3	Farm labourer	3
29	122	OBC	3	401	1	Farm labourer	3
29	123	OBC	3	401	4	Farming(tenancy)	4
29	124	OBC	3	401	3	Farm land-owner	2
29	125	SC	1	403	5	Farming(tenancy)	4
29	126	SC	1	305	3	Farming(tenancy)	4
29	127	SC	1	201	1	Farm land-owner	2
29	128	General	4	-333	3	Domestic help/cook/casual	15
29	129	General	4	402	3	Industrialist	11
29	130	General	4	401	3	Farm land-owner	2
29	131	OBC	3	401	3	Farm land-owner	2
29	132	General	4	401	4	Dairy/cattle rearing	5
29	133	General	4	401	3	Farm land-owner	2
29	134	General	4	401	3	Farming(tenancy)	4
29	135	OBC	3	407	3	Farm labourer	3
29	136	ST	2	-333	3	Farm land-owner	2
29	137	General	4	-333	3	Farm land-owner	2
29	138	General	4	-333	3	Farm land-owner	2
29	139	OBC	3	401	3	Farm labourer	3
29	140	OBC	3	401	4	Farm labourer	3
29	141	General	4	401	5	Farm land-owner	2
29	142	SC	1	-333	3	Private services	9
29	143	OBC	3	407	5	Industrialist	11
29	144	SC	1	201	4	Private services	9
29	145	General	4	402	3	Masonry/construction worker	12
29	146	SC	1	201	1	Farm labourer	3
29	147	SC	1	201	4	Farm labourer	3
29	148	SC	1	201	3	Farm labourer	3
29	149	SC	1	201	4	Private services	9
29	150	SC	1	201	4	Industry/factory worker(brick making etc)	10
29	151	SC	1	201	5	Masonry/construction worker	12
29	152	SC	1	206	-333	Masonry/construction worker	12
29	153	SC	1	206	3	Farming(tenancy)	4
29	154	SC	1	201	4	Farm labourer	3
29	155	SC	1	201	3	Farm labourer	3
29	156	SC	1	201	4	Farm labourer	3
29	157	SC	1	201	3	Masonry/construction worker	12
29	158	SC	1	201	3	Farm labourer	3
29	159	SC	1	201	4	Domestic help/cook/casual	15
29	160	SC	1	201	3	Masonry/construction worker	12
29	161	SC	1	201	4	Farming(tenancy)	4
